"","ProductTitle","Price","Category","Ratings","Reviews","Description"
"80","20. acer Gateway Chromebook 311 CBO311-1H-C1MX Laptop | Intel Celeron N4500 | 11.6"" HD (1366 x 768) Display | 4GB LPDDR4X | 64GB eMMC | Wi-Fi 5 802.11ac | Chrome OS | Star Black","$276.00","Computers and Tablets",4.5,"10,277","acer Gateway Chromebook 311 CBO311-1H-C1MX Laptop | Intel Celeron N4500 | 11.6"" HD (1366 x 768) Display | 4GB LPDDR4X | 64GB eMMC | Wi-Fi 5 802.11ac | Chrome OS | Star Black"
"81","21. Lenovo V15 G2 Laptop, 15.6"" FHD Screen, Intel Dual-core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black","$299.99","Computers and Tablets",4.2,"52","Lenovo V15 G2 Laptop, 15.6"" FHD Screen, Intel Dual-core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black"
"82","22. Lenovo Tab M11, 11” Display, MediaTek Helio G88 Octa-Core, 4GB RAM, 128GB SSD, 1920x1200 px, Ambient Light-Sensor, 10 Hour Battery, Comes w/Folio Case, Luna Grey","$593.99","Computers and Tablets",4.4,"153","Lenovo Tab M11, 11” Display, MediaTek Helio G88 Octa-Core, 4GB RAM, 128GB SSD, 1920x1200 px, Ambient Light-Sensor, 10 Hour Battery, Comes w/Folio Case, Luna Grey"
"83","23. Google Pixel Tablet - Android Tablet with 11-Inch Screen and Extra-Long Battery Life - Hazel - 8 GB RAM - 128 GB","$799.99","Computers and Tablets",4.5,"917","Google Pixel Tablet - Android Tablet with 11-Inch Screen and Extra-Long Battery Life - Hazel - 8 GB RAM - 128 GB"
"84","24. Tablet,10.1"" Android Tablet with Octa-core Processor 10GB RAM 128GB ROM HD IPS Touchscreen 8H Battery, Wi-Fi 6, BT 5.0, Dual Camera, Google Tablets 2024","$64.99","Computers and Tablets",4.4,"552","Tablet,10.1"" Android Tablet with Octa-core Processor 10GB RAM 128GB ROM HD IPS Touchscreen 8H Battery, Wi-Fi 6, BT 5.0, Dual Camera, Google Tablets 2024"
"85","25. HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core, 8GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD Card), 1 Year Office 365, USB C, Win 11 S","$199.99","Computers and Tablets",4.1,"1,860","HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core, 8GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD Card), 1 Year Office 365, USB C, Win 11 S"
"86","26. ASUS ROG Strix G16 (2024) Gaming Laptop, 16” ROG Nebula Display 16:10 QHD 240Hz, NVIDIA® GeForce RTX™ 4070, Intel® Core™ i9-14900HX, 16GB DDR5-5600, 1TB PCIe Gen4 SSD, Wi-Fi 6E, Win 11, G614JIR-AS94","$269.99","Computers and Tablets",4.2,"520","ASUS ROG Strix G16 (2024) Gaming Laptop, 16” ROG Nebula Display 16:10 QHD 240Hz, NVIDIA® GeForce RTX™ 4070, Intel® Core™ i9-14900HX, 16GB DDR5-5600, 1TB PCIe Gen4 SSD, Wi-Fi 6E, Win 11, G614JIR-AS94"
"87","27. MSI Katana A15 AI 15.6” 144Hz FHD Gaming Laptop: Ryzen 7-8845HS, NVIDIA Geforce RTX 4060, 32GB DDR5, 1TB NVMe SSD, Cooler Boost 5, Win 11: Black B8VF-448US","$169.99","Computers and Tablets",4.2,"305","MSI Katana A15 AI 15.6” 144Hz FHD Gaming Laptop: Ryzen 7-8845HS, NVIDIA Geforce RTX 4060, 32GB DDR5, 1TB NVMe SSD, Cooler Boost 5, Win 11: Black B8VF-448US"
"88","28. ASUS Vivobook Go 15.6” Laptop, AMD Ryzen 5 7520U, 8GB, 512GB, Windows 11 Home, Cool Silver, E1504FA-AS54","$249.99","Computers and Tablets",4.3,"206","ASUS Vivobook Go 15.6” Laptop, AMD Ryzen 5 7520U, 8GB, 512GB, Windows 11 Home, Cool Silver, E1504FA-AS54"
"89","29. Lenovo IdeaPad Flex 3i Chromebook Laptop, Intel® UHD Graphics, 15.6” FHD Display, Intel Pentium N6000, 8GB RAM, 128GB SSD, 1920x1080 px, Touchscreen, Chrome OS, Abyss Blue","$879.00","Computers and Tablets",4.4,"63","Lenovo IdeaPad Flex 3i Chromebook Laptop, Intel® UHD Graphics, 15.6” FHD Display, Intel Pentium N6000, 8GB RAM, 128GB SSD, 1920x1080 px, Touchscreen, Chrome OS, Abyss Blue"
"90","30. reMarkable Starter Bundle – reMarkable 2 is The Original Paper Tablet | Includes 10.3” reMarkable Tablet, Marker Plus Pen with Built-in Eraser, and Free Connect Trial","$999.00","Computers and Tablets",4.3,"1,464","reMarkable Starter Bundle – reMarkable 2 is The Original Paper Tablet | Includes 10.3” reMarkable Tablet, Marker Plus Pen with Built-in Eraser, and Free Connect Trial"
"91","1. Dog Water Bottle Portable – Leak Proof and Lightweight Water Bottle for Dogs– Travel Water Bottle with Bowl–Dog Walking Accessories,Water Dispenser with Food Container & Poop Bag, YELLOW","$12.00","Dog Supplies",4.5,"6,114","Dog Water Bottle Portable – Leak Proof and Lightweight Water Bottle for Dogs– Travel Water Bottle with Bowl–Dog Walking Accessories,Water Dispenser with Food Container & Poop Bag, YELLOW"
"92","2. AIRROBO Dog Grooming Vacuum, Dog Grooming Kit,12000Pa Strong Pet Grooming Vacuum for Dogs, 2L Large Capacity Dog Vacuum for Shedding Grooming Hair, Dog Hair Vacuum, 5 Pet Grooming Tools, Quiet,PG100","$12.00","Dog Supplies",4.4,"70","AIRROBO Dog Grooming Vacuum, Dog Grooming Kit,12000Pa Strong Pet Grooming Vacuum for Dogs, 2L Large Capacity Dog Vacuum for Shedding Grooming Hair, Dog Hair Vacuum, 5 Pet Grooming Tools, Quiet,PG100"
"93","3. Dog Teeth Cleaning Wipes, Teeth Cleaning Wipes for Dogs & Cats, Remove Bad Breath by Removing Plaque and Tartar Buildup No-Rinse, Dog Finger Toothbrush, Veterinarians Recommend Disposable Pet Wipes","$69.99","Dog Supplies",4.5,"188,871","Dog Teeth Cleaning Wipes, Teeth Cleaning Wipes for Dogs & Cats, Remove Bad Breath by Removing Plaque and Tartar Buildup No-Rinse, Dog Finger Toothbrush, Veterinarians Recommend Disposable Pet Wipes"
"94","4. Chom Chom Roller Pet Hair Remover and Reusable Lint Roller - ChomChom Cat and Dog Hair Remover for Furniture, Couch, Carpet, Clothing and Bedding - Portable, Multi-Surface Fur Removal Tool","$69.99","Dog Supplies",4.5,"97,748","Chom Chom Roller Pet Hair Remover and Reusable Lint Roller - ChomChom Cat and Dog Hair Remover for Furniture, Couch, Carpet, Clothing and Bedding - Portable, Multi-Surface Fur Removal Tool"
"95","5. Benebone Wishbone Durable Dog Chew Toy for Aggressive Chewers, Real Bacon, Made in USA, Medium","$169.99","Dog Supplies",4.5,"247,476","Benebone Wishbone Durable Dog Chew Toy for Aggressive Chewers, Real Bacon, Made in USA, Medium"
"96","6. Amazon Basics Dog and Puppy Pee Pads with Leak-Proof Quick-Dry Design for Potty Training, Standard Absorbency, Regular Size, 22 x 22 Inches, Pack of 100, Blue & White","$9.98","Dog Supplies",4.6,"18,000","Amazon Basics Dog and Puppy Pee Pads with Leak-Proof Quick-Dry Design for Potty Training, Standard Absorbency, Regular Size, 22 x 22 Inches, Pack of 100, Blue & White"
"97","7. Wisdom Health Panel Essential Dog DNA Kit: Most Accurate Test for 365+ Breeds, 30 Genetic Health Conditions, 50+ Traits, Relatives, Ancestry - 1 Pack","$19.59","Dog Supplies",4.3,"20,479","Wisdom Health Panel Essential Dog DNA Kit: Most Accurate Test for 365+ Breeds, 30 Genetic Health Conditions, 50+ Traits, Relatives, Ancestry - 1 Pack"
"98","8. WYZE Cam Pan v3 Indoor/Outdoor IP65 1080P 360° Pan/Tilt/Zoom Wi-Fi Smart Home Security Camera with Motion Tracking for Baby & Pet, Color Night Vision, Works with Alexa & Google Assistant, White","$27.99","Dog Supplies",4.4,"31,205","WYZE Cam Pan v3 Indoor/Outdoor IP65 1080P 360° Pan/Tilt/Zoom Wi-Fi Smart Home Security Camera with Motion Tracking for Baby & Pet, Color Night Vision, Works with Alexa & Google Assistant, White"
"99","9. Best Pet Supplies Crinkle Dog Toy for Small, Medium, and Large Breeds, Cute No Stuffing Duck with Soft Squeaker, Fun for Indoor Puppies and Senior Pups, Plush No Mess Chew and Play - Yellow","$7.65","Dog Supplies",4.5,"105,022","Best Pet Supplies Crinkle Dog Toy for Small, Medium, and Large Breeds, Cute No Stuffing Duck with Soft Squeaker, Fun for Indoor Puppies and Senior Pups, Plush No Mess Chew and Play - Yellow"
"100","10. Seresto Large Dog Vet-Recommended Flea & Tick Treatment & Prevention Collar for Dogs Over 18 lbs. | 8 Months Protection","$13.45","Dog Supplies",4.6,"58,432","Seresto Large Dog Vet-Recommended Flea & Tick Treatment & Prevention Collar for Dogs Over 18 lbs. | 8 Months Protection"
"101","11. Pet MD - Dog Ear Cleaner Wipes - Otic Cleanser for Dogs to Stop Ear Itching, and Infections with Aloe and Eucalyptus - 100 Count","$17.84","Dog Supplies",4.5,"6,114","Pet MD - Dog Ear Cleaner Wipes - Otic Cleanser for Dogs to Stop Ear Itching, and Infections with Aloe and Eucalyptus - 100 Count"
"102","12. AIRROBO Dog Grooming Vacuum, Dog Grooming Kit,12000Pa Strong Pet Grooming Vacuum for Dogs, 2L Large Capacity Dog Vacuum for Shedding Grooming Hair, Dog Hair Vacuum, 5 Pet Grooming Tools, Quiet,PG100","$0.18","Dog Supplies",4.8,"19","AIRROBO Dog Grooming Vacuum, Dog Grooming Kit,12000Pa Strong Pet Grooming Vacuum for Dogs, 2L Large Capacity Dog Vacuum for Shedding Grooming Hair, Dog Hair Vacuum, 5 Pet Grooming Tools, Quiet,PG100"
"103","13. Dog Bowls Set, 3-in-1 Cat Bowls, Adorable Moose-Shaped, Dog Water Bowl Dispenser, Elevated Stainless Steel Dog Bowls, and Slow Feeder Cat Bowl","$21.50","Dog Supplies",4.5,"3,403","Dog Bowls Set, 3-in-1 Cat Bowls, Adorable Moose-Shaped, Dog Water Bowl Dispenser, Elevated Stainless Steel Dog Bowls, and Slow Feeder Cat Bowl"
"104","14. 7L Automatic Cat Feeder for 2 Cats, Timed Cat Dry Food Dispenser with 2 stainless steel bowls , Programmable Control 1-12 Meals, Dual Power Supply, Auto Pet Feeder Suitable for Multi-Pet Households","$24.96","Dog Supplies",4.2,"3,382","7L Automatic Cat Feeder for 2 Cats, Timed Cat Dry Food Dispenser with 2 stainless steel bowls , Programmable Control 1-12 Meals, Dual Power Supply, Auto Pet Feeder Suitable for Multi-Pet Households"
"105","15. Pet Feeding Mat-Absorbent Dog Mat for Food and Water Bowl-No Stains Quick Dry Dog Water Dispenser Mat-Dog Accessories Pet Supplies-Dog Water Bowl for Messy Drinkers","$39.98","Dog Supplies",4.5,"80,918","Pet Feeding Mat-Absorbent Dog Mat for Food and Water Bowl-No Stains Quick Dry Dog Water Dispenser Mat-Dog Accessories Pet Supplies-Dog Water Bowl for Messy Drinkers"
"106","16. WinTour Tough Dog Toys for Aggressive Chewers Large Breed, Indestructible Dog Toys for Large Dogs, Dog Chew Toys for Aggressive Chewers, Durable Dog Toys, Squeaky Dog Toys, Large Dog Toys for Big Dogs","$5.99","Dog Supplies",4.5,"56,270","WinTour Tough Dog Toys for Aggressive Chewers Large Breed, Indestructible Dog Toys for Large Dogs, Dog Chew Toys for Aggressive Chewers, Durable Dog Toys, Squeaky Dog Toys, Large Dog Toys for Big Dogs"
"107","17. 2024release Dog Bark Deterrent Device Stops Bad Behavior | No need yell or swat, Just point to a dog (own or neighbor's) Hit the button | Long-range ultrasonic, Alternative to painful dog shock collar","$41.99","Dog Supplies",4.3,"4,716","Regalo Easy Step 38.5-Inch Wide Walk Thru Baby Gate, Includes 6-Inch Extension Kit, Pressure Mount Kit, Wall Cups"
"108","18. Veken Innovation Award Winner Stainless Steel Cat Water Fountain, 95oz/2.8L Automatic Pet Fountain Dog Water Dispenser with Replacement Filters & Silicone Mat for Cats, Dogs, Multiple Pets (Silver)","$59.98","Dog Supplies",4.3,"28,762","2024release Dog Bark Deterrent Device Stops Bad Behavior | No need yell or swat, Just point to a dog (own or neighbor's) Hit the button | Long-range ultrasonic, Alternative to painful dog shock collar"
"109","19. Uproot Cleaner Pro Pet Hair Remover - Special Dog Hair Remover Multi Fabric Edge and Carpet Scraper by Uproot Clean - Cat Hair Remover for Couch, Pet Towers & Rugs - Gets Every Hair!","$11.99","Dog Supplies",4.3,"6,756","Veken Innovation Award Winner Stainless Steel Cat Water Fountain, 95oz/2.8L Automatic Pet Fountain Dog Water Dispenser with Replacement Filters & Silicone Mat for Cats, Dogs, Multiple Pets (Silver)"
"110","20. Jugbow Dog Shock Collar - 3300FT Dog Training Collar with Remote Innovative IPX7 Waterproof with 4 Training Modes, Rechargeable E-Collar for All Breeds","$0.12","Dog Supplies",4.3,"5,503","Uproot Cleaner Pro Pet Hair Remover - Special Dog Hair Remover Multi Fabric Edge and Carpet Scraper by Uproot Clean - Cat Hair Remover for Couch, Pet Towers & Rugs - Gets Every Hair!"
"111","21. Squeaky Dog Toys for Large Dogs: Plush Dog Toys with Soft Fabric - Pet Toys for Small, Medium, and Large Dogs - Puppy Toys to Keep Them Busy","$16.99","Dog Supplies",4.5,"12,217","Jugbow Dog Shock Collar - 3300FT Dog Training Collar with Remote Innovative IPX7 Waterproof with 4 Training Modes, Rechargeable E-Collar for All Breeds"
"112","22. Chuckit! Ultra Fetch Dog Stick for All Breed Sizes - Perfect for Small, Medium, and Large Dogs - Outdoor Fetching and Throwing Pet Toy - Made from Durable Rubber - 12 Inches - Orange and Blue","$69.99","Dog Supplies",4.4,"11,251","Squeaky Dog Toys for Large Dogs: Plush Dog Toys with Soft Fabric - Pet Toys for Small, Medium, and Large Dogs - Puppy Toys to Keep Them Busy"
"113","23. FIREOR Dog Squeak Toys, No Stuffing Plush Dogs Chew Toy for Small Medium Large Breed Chewer Squeaky Pet Supplies Tough Durable Puppy Teething Chewing Interactive to Keep Them Busy Best Birthday Gift","$69.99","Dog Supplies",4,"5,537","Chuckit! Ultra Fetch Dog Stick for All Breed Sizes - Perfect for Small, Medium, and Large Dogs - Outdoor Fetching and Throwing Pet Toy - Made from Durable Rubber - 12 Inches - Orange and Blue"
"114","24. Dog Toys for Aggresive Chewers：Dog Toys for Large Dogs - Tough Dog Chew Toys - Indestructible Dog Toys for All Breed Sizes to Keep Them Busy","$169.99","Dog Supplies",4.5,"72,226","FIREOR Dog Squeak Toys, No Stuffing Plush Dogs Chew Toy for Small Medium Large Breed Chewer Squeaky Pet Supplies Tough Durable Puppy Teething Chewing Interactive to Keep Them Busy Best Birthday Gift"
"115","25. Multipet INTERNATIONAL 843140 Lambchop Plush Squeak Toy Mini for Pets, 6-Inch, White, small","$29.99","Dog Supplies",4.7,"76,503","Dog Toys for Aggresive Chewers：Dog Toys for Large Dogs - Tough Dog Chew Toys - Indestructible Dog Toys for All Breed Sizes to Keep Them Busy"
"116","26. Zymox Otic Enzymatic Solution for Dogs and Cats to Soothe Ear Infections with 1% Hydrocortisone for Itch Relief, 1.25oz","$29.99","Dog Supplies",4.6,"38,827","Multipet INTERNATIONAL 843140 Lambchop Plush Squeak Toy Mini for Pets, 6-Inch, White, small"
"117","27. Greener Walker Poop Bags for Dog Waste-540 Bags,Extra Thick Strong 100% Leak Proof Dog Waste Bags (Green)","$58.99","Dog Supplies",4.6,"35,687","Zymox Otic Enzymatic Solution for Dogs and Cats to Soothe Ear Infections with 1% Hydrocortisone for Itch Relief, 1.25oz"
"118","28. Wahl USA Dry Skin & Itch Relief Pet Shampoo for Dogs – Oatmeal Formula with Coconut Lime Verbena & Pet Friendly Formula, 24 Oz - Model 820004A","$7.99","Dog Supplies",4.3,"37,508","Greener Walker Poop Bags for Dog Waste-540 Bags,Extra Thick Strong 100% Leak Proof Dog Waste Bags (Green)"
"119","29. Veken 95oz/2.8L Pet Fountain, Automatic Cat Water Fountain Dog Water Dispenser with Replacement Filters for Cats, Dogs, Multiple Pets (Grey, Plastic)","$7.99","Dog Supplies",4.5,"5,260","Wahl USA Dry Skin & Itch Relief Pet Shampoo for Dogs – Oatmeal Formula with Coconut Lime Verbena & Pet Friendly Formula, 24 Oz - Model 820004A"
"120","30. Calming Collar for Dogs - 4 Packs, Dog Calming Collar, Lasts 60 Days,Reduce Stress, Pheromone Collar for Dogs, Separation Anxiety Relief for Dogs, Adjustable Size Fits Large, Medium, and Small Dogs","$9.99","Dog Supplies",4.4,"683","Veken 95oz/2.8L Pet Fountain, Automatic Cat Water Fountain Dog Water Dispenser with Replacement Filters for Cats, Dogs, Multiple Pets (Grey, Plastic)"
"121","1. Girls Pleated Skirt Set Fall Winter 2 Piece Outfit Lattice Dresses Long Sleeve Top Cute Clothes Outfit for Kid","$31.99","Girls' Clothing",4.5,"61","Check each product page for other buying options. Price and other details may vary based on product size and color."
"122","2. Girl Skirt Sets Casual Winter Fall Dresses Cute Clothes Outfit for Girls","$35.99","Girls' Clothing",4.4,"315","Girls Pleated Skirt Set Fall Winter 2 Piece Outfit Lattice Dresses Long Sleeve Top Cute Clothes Outfit for Kid"
"123","3. Girls Clothes 3 Piece Outfits Long Sleeve Tracksuit Hoodie Pants Fall Winter Matching Sets","$26.99","Girls' Clothing",4.8,"6","Girl Skirt Sets Casual Winter Fall Dresses Cute Clothes Outfit for Girls"
"124","4. Girls Clothes Cool Girl Print Tie Dye Hoodie Pullover Sweatshirt Leggings 2PC Outfits","$29.99","Girls' Clothing",4.5,"68","Girls Clothes 3 Piece Outfits Long Sleeve Tracksuit Hoodie Pants Fall Winter Matching Sets"
"125","5. FNOVCO Girls Knee High Socks Kids Crazy Fun Gift Cute Animal Patterns Cotton Long Socks 6 Pairs","$14.99","Girls' Clothing",4.7,"6,520","Girls Clothes Cool Girl Print Tie Dye Hoodie Pullover Sweatshirt Leggings 2PC Outfits"
"126","6. Disney Lilo & Stitch Girls French Terry Crossover Hoodie Toddler to Big Kid","$2.50","Girls' Clothing",4.5,"1,160","FNOVCO Girls Knee High Socks Kids Crazy Fun Gift Cute Animal Patterns Cotton Long Socks 6 Pairs"
"127","7. Hanes Girls' Hanes Toddler Girls' Potty Trainer Briefs, 6-Pack","$22.39","Girls' Clothing",4.7,"1,799","Disney Lilo & Stitch Girls French Terry Crossover Hoodie Toddler to Big Kid"
"128","8. The Children's Place Girls' Assorted Leggings 5 Pack","$27.99","Girls' Clothing",4.6,"1,681","Hanes Girls' Hanes Toddler Girls' Potty Trainer Briefs, 6-Pack"
"129","9. Fruit of the Loom Toddler Girls' Toddler Girls' Tag-free Cotton Underwear","$8.39","Girls' Clothing",4.8,"20,405","The Children's Place Girls' Assorted Leggings 5 Pack"
"130","10. Disney Girls' 3-Pack Nightgowns, Soft & Cute Pajamas for Kids","$13.00","Girls' Clothing",4.8,"3,400","Fruit of the Loom Toddler Girls' Toddler Girls' Tag-free Cotton Underwear"
"131","11. Disney Girls' Fantasy Gown Nightgown","$33.73","Girls' Clothing",4.8,"19,103","Disney Girls' 3-Pack Nightgowns, Soft & Cute Pajamas for Kids"
"132","12. Girl's Leggings Cross High Waisted Flare Pants Yoga Bootcut Pants Solid Color Full Length Bell Bottoms","$49.95","Girls' Clothing",4.6,"1,732","Disney Girls' Fantasy Gown Nightgown"
"133","13. Girls Tights Toddler Cable Knit Cotton Footed Seamless Dance Ballet Baby Girls' Leggings 3/4 Pack","$11.89","Girls' Clothing",4.7,"3,846","Girl's Leggings Cross High Waisted Flare Pants Yoga Bootcut Pants Solid Color Full Length Bell Bottoms"
"134","14. Popular Cotton Girls Training Bra - Crop Cami Training Bras for Girls with Adjustable Straps. Cotton Bra Pack.","$12.99","Girls' Clothing",4.5,"13,856","Girls Tights Toddler Cable Knit Cotton Footed Seamless Dance Ballet Baby Girls' Leggings 3/4 Pack"
"135","15. Hanes Girls' Ultimate Fashion Crew Socks Pack, Lightweight Stretch Crew Socks, Assorted 10-Pair Pack, Small","$22.64","Girls' Clothing",4.7,"370","Popular Cotton Girls Training Bra - Crop Cami Training Bras for Girls with Adjustable Straps. Cotton Bra Pack."
"136","16. Simple Joys by Carter's Girls' 4-Piece Pajama Set (Cotton Top & Fleece Bottom)","$25.99","Girls' Clothing",4.7,"28,551","Hanes Girls' Ultimate Fashion Crew Socks Pack, Lightweight Stretch Crew Socks, Assorted 10-Pair Pack, Small"
"137","17. Rene Rofe Girls' Training Bra - 6 Pack 4-Way Stretch Spaghetti Strap Unpadded Bralette Starter Bras for Girls (7-14)","$19.99","Girls' Clothing",4.7,"1,760","Simple Joys by Carter's Girls' 4-Piece Pajama Set (Cotton Top & Fleece Bottom)"
"138","18. blibean Teen Girls 2024 Fall Dresses Kids Long Sleeve Boho Dress Size 6-15 Years","$24.99","Girls' Clothing",4.7,"14","Rene Rofe Girls' Training Bra - 6 Pack 4-Way Stretch Spaghetti Strap Unpadded Bralette Starter Bras for Girls (7-14)"
"139","19. Sweet Butterfly Girls 4-Piece Fleece Active Hoodie and Athletic Jogger Sweatpants and Sweatshirt Kids Clothing Set","$11.99","Girls' Clothing",4.5,"1,188","blibean Teen Girls 2024 Fall Dresses Kids Long Sleeve Boho Dress Size 6-15 Years"
"140","20. Girls Clothes 3PC Tie-dye with Butterfly Print Hoodie Sweatshirt Butterfly Print Cami Tops Sweatpants Girls","$14.99","Girls' Clothing",4.6,"38","Sweet Butterfly Girls 4-Piece Fleece Active Hoodie and Athletic Jogger Sweatpants and Sweatshirt Kids Clothing Set"
"141","21. Carhartt Girls' Long-Sleeve Half-Zip Hooded Sweatshirt","$19.99","Girls' Clothing",4.9,"531","Girls Clothes 3PC Tie-dye with Butterfly Print Hoodie Sweatshirt Butterfly Print Cami Tops Sweatpants Girls"
"142","22. Hiturbo Warm Kids Swim Parka: Waterproof Changing Robe - Oversize Swimming Coat - Hooded Surf Poncho - Thick Lining (7-14Y)","$24.99","Girls' Clothing",4.5,"170","Carhartt Girls' Long-Sleeve Half-Zip Hooded Sweatshirt"
"143","23. Amazon Essentials Unisex Kids and Toddlers' Cotton Crew Socks, 10 Pairs","$11.99","Girls' Clothing",4.6,"18,426","Hiturbo Warm Kids Swim Parka: Waterproof Changing Robe - Oversize Swimming Coat - Hooded Surf Poncho - Thick Lining (7-14Y)"
"144","24. The Children's Place Girls' Leggings","$14.99","Girls' Clothing",4.7,"9,967","Amazon Essentials Unisex Kids and Toddlers' Cotton Crew Socks, 10 Pairs"
"145","25. Simple Joys by Carter's Girls' 6-Piece Snug Fit Cotton Pajama Set","$12.06","Girls' Clothing",4.8,"49,117","The Children's Place Girls' Leggings"
"146","26. ANTSANG Kids Girls Knee High Socks Long Boot Crazy Silly Fun Gift Cute Tall Animal Socks for Child 6 Pairs","$1.21","Girls' Clothing",4.8,"6,688","Simple Joys by Carter's Girls' 6-Piece Snug Fit Cotton Pajama Set"
"147","27. Simple Joys by Carter's girls 4-piece Playwear Set","$16.00","Girls' Clothing",4.8,"11,122","ANTSANG Kids Girls Knee High Socks Long Boot Crazy Silly Fun Gift Cute Tall Animal Socks for Child 6 Pairs"
"148","28. MOGGEI 6 Pairs Kids Girls Knee High Socks Gift Long Crazy Silly Tall Funny Boot Cute Animal Child Fun Socks","$16.92","Girls' Clothing",4.8,"2,339","Simple Joys by Carter's girls 4-piece Playwear Set"
"149","29. CRZ YOGA Girls Butterluxe Full Length Athletic Leggings - Kids High Waist Lounge Pants Girls Active Dance Running Yoga Tights","$19.50","Girls' Clothing",4.7,"110","MOGGEI 6 Pairs Kids Girls Knee High Socks Gift Long Crazy Silly Tall Funny Boot Cute Animal Child Fun Socks"
"150","30. ANTSANG Kids Merino Wool Hiking Socks for Toddlers Boys Girls Warm Thick Thermal Crew Boot Heavy Cozy Gift Socks 6 Pairs","$15.96","Girls' Clothing",4.7,"5,375","CRZ YOGA Girls Butterluxe Full Length Athletic Leggings - Kids High Waist Lounge Pants Girls Active Dance Running Yoga Tights"
